Crash Breakdown 2,Date Of Loss Year,Crash Severity,Cyclist Flag,Day Of Week,Derived Crash Congifuration,Intersection Crash,Month Of Year,Motorcycle Flag,Municipality Name (ifnull),Parking Lot Flag,Pedestrian Flag,Region,Street Full Name (ifnull),Time Category,Crash Breakdown,Cross Street Full Name,Heavy Veh Flag,Mid Block Crash,Municipality Name,Municipality With Boundary,Road Location Description,Street Full Name,Crash Count,Latitude,Longitude,Number of Records
LOWER MAINLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,OCTOBER,No,RICHMOND,Yes,No,LOWER MAINLAND,NO 1 RD,12:00-14:59,WEDNESDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,NO 1 RD & WILLIAMS RD,NO 1 RD,1,49.141033,-123.181365,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,No,JULY,No,RICHMOND,Yes,No,LOWER MAINLAND,NO 4 RD,12:00-14:59,SATURDAY,NA,N,Y,RICHMOND,RICHMOND,NO 4 RD,NO 4 RD,1,49.135893,-123.114228,1
LOWER MAINLAND,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,APRIL,No,CHILLIWACK,No,No,LOWER MAINLAND,EVANS RD,15:00-17:59,TUESDAY,NA,N,Y,CHILLIWACK,CHILLIWACK,EVANS RD,EVANS RD,1,49.13738,-121.977621,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JUNE,No,SURREY,No,No,LOWER MAINLAND,141A ST,15:00-17:59,TUESDAY,TODD CRES,N,N,SURREY,SURREY,141A ST & TODD CRES,141A ST,1,49.138301,-122.831125,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,DECEMBER,No,CHILLIWACK,Yes,No,LOWER MAINLAND,KNIGHT RD,09:00-11:59,FRIDAY,TOPAZ DR,N,N,CHILLIWACK,CHILLIWACK,KNIGHT RD & TOPAZ DR,KNIGHT RD,1,49.139719,-121.966666,1
LOWER MAINLAND,2015,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,No,AUGUST,No,SURREY,No,No,LOWER MAINLAND,74 AVE,18:00-20:59,SUNDAY,NA,N,Y,SURREY,SURREY,74 AVE,74 AVE,1,49.137581,-122.877888,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,MISSION,No,No,LOWER MAINLAND,7TH AVE,15:00-17:59,FRIDAY,STAVE LAKE ST,N,N,MISSION,MISSION,7TH AVE & STAVE LAKE ST,7TH AVE,1,49.139815,-122.292765,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,THURSDAY,UNDETERMINED,Yes,MARCH,No,NANAIMO,No,No,VANCOUVER ISLAND,HALIBURTON ST,18:00-20:59,THURSDAY,HWY 1,N,N,NANAIMO,NANAIMO,HALIBURTON ST & ISLAND HWY S & OLD VICTORIA RD,HALIBURTON ST,1,49.135762,-123.922409,1
LOWER MAINLAND,2015,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,AUGUST,No,RICHMOND,No,No,LOWER MAINLAND,SEACOTE RD,18:00-20:59,SATURDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,SEACOTE RD & WILLIAMS RD,SEACOTE RD,1,49.140684,-123.097911,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,UNDETERMINED,Yes,NOVEMBER,No,MISSION,No,No,LOWER MAINLAND,7TH AVE,15:00-17:59,THURSDAY,JUNIPER ST,N,N,MISSION,MISSION,7TH AVE & JUNIPER ST,7TH AVE,1,49.140199,-122.314929,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,NANAIMO,No,No,VANCOUVER ISLAND,DOUGLAS AVE,03:00-05:59,WEDNESDAY,TENTH ST,N,N,NANAIMO,NANAIMO,DOUGLAS AVE & TENTH ST,DOUGLAS AVE,1,49.136081,-123.938164,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,Yes,AUGUST,No,LANGLEY,No,No,LOWER MAINLAND,HWY 1,09:00-11:59,THURSDAY,232 ST ONRAMP,N,N,LANGLEY,LANGLEY,232 ST & 232 ST OFFRAMP & 232 ST ONRAMP & 72 AVE & 72 AVE ONRAMP & TRANS-CANADA HWY,HWY 1,1,49.136327,-122.581328,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,JANUARY,No,RICHMOND,No,No,LOWER MAINLAND,LASSAM RD,15:00-17:59,WEDNESDAY,YARMISH GATE,N,N,RICHMOND,RICHMOND,LASSAM RD & YARMISH GATE,LASSAM RD,1,49.135803,-123.163718,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,MARCH,No,RICHMOND,No,No,LOWER MAINLAND,UNKNOWN,06:00-08:59,THURSDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,WILLIAMS RD & FIRE LANE,UNKNOWN,1,49.140795,-123.120439,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,FRIDAY,UNDETERMINED,Yes,APRIL,No,MISSION,No,No,LOWER MAINLAND,7TH AVE,12:00-14:59,FRIDAY,HURD ST,N,N,MISSION,MISSION,7TH AVE & HURD ST,7TH AVE,1,49.140206,-122.332915,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,AUGUST,No,RICHMOND,No,No,LOWER MAINLAND,NO 5 RD,15:00-17:59,WEDNESDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,NO 5 RD & WILLIAMS RD,NO 5 RD,1,49.140668,-123.091732,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JULY,No,CHILLIWACK,No,No,LOWER MAINLAND,EVANS RD,15:00-17:59,WEDNESDAY,NA,N,Y,CHILLIWACK,CHILLIWACK,EVANS RD,EVANS RD,1,49.13738,-121.977621,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JULY,No,SURREY,No,No,LOWER MAINLAND,142 ST,12:00-14:59,WEDNESDAY,NA,N,Y,SURREY,SURREY,142 ST,142 ST,1,49.136775,-122.828921,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JULY,No,CHILLIWACK,No,No,LOWER MAINLAND,EVANS RD,15:00-17:59,TUESDAY,KNIGHT RD,N,N,CHILLIWACK,CHILLIWACK,EVANS RD & KNIGHT RD,EVANS RD,1,49.139979,-121.977616,1
LOWER MAINLAND,2018,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,JUNE,No,MISSION,No,No,LOWER MAINLAND,7TH AVE,15:00-17:59,TUESDAY,HURD ST,N,N,MISSION,MISSION,7TH AVE & HURD ST,7TH AVE,1,49.140206,-122.332915,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,Yes,MARCH,No,SURREY,No,No,LOWER MAINLAND,76 AVE,12:00-14:59,SATURDAY,KING GEORGE BLVD,N,N,SURREY,SURREY,76 AVE & KING GEORGE BLVD & TURNING LANE,76 AVE,1,49.140853,-122.845634,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JANUARY,No,DELTA,Yes,No,LOWER MAINLAND,75A AVE,09:00-11:59,FRIDAY,SCOTT RD,N,N,DELTA,DELTA & SURREY,120 ST & 75A AVE,75A AVE,1,49.140178,-122.890375,1
LOWER MAINLAND,2016,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,DECEMBER,No,RICHMOND,No,No,LOWER MAINLAND,NO 5 RD,12:00-14:59,SUNDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,NO 5 RD & WILLIAMS RD,NO 5 RD,1,49.140668,-123.091732,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,Yes,AUGUST,No,ABBOTSFORD,No,No,LOWER MAINLAND,GEORGE FERGUSON WAY,15:00-17:59,THURSDAY,NELSON PL,N,N,ABBOTSFORD,ABBOTSFORD,GEORGE FERGUSON WAY & NELSON PL,GEORGE FERGUSON WAY,1,49.054995,-122.312904,1
LOWER MAINLAND,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,AUGUST,No,ABBOTSFORD,No,No,LOWER MAINLAND,OLD CLAYBURN RD,15:00-17:59,FRIDAY,IMMEL ST,N,N,ABBOTSFORD,ABBOTSFORD,IMMEL ST & OLD CLAYBURN RD,OLD CLAYBURN RD,1,49.056443,-122.271784,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,Yes,APRIL,No,LANGLEY,No,No,LOWER MAINLAND,273 ST,15:00-17:59,SATURDAY,FRASER HWY,N,N,LANGLEY,LANGLEY,273 ST & FRASER HWY,273 ST,1,49.057856,-122.467263,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,MAY,No,ABBOTSFORD,No,No,LOWER MAINLAND,CONRAD AVE,06:00-08:59,THURSDAY,PRINCESS ST,N,N,ABBOTSFORD,ABBOTSFORD,CONRAD AVE & PRINCESS ST,CONRAD AVE,1,49.057391,-122.343873,1
LOWER MAINLAND,2016,CASUALTY,Yes,FRIDAY,UNDETERMINED,Yes,FEBRUARY,No,ABBOTSFORD,No,No,LOWER MAINLAND,FRASER HWY,03:00-05:59,FRIDAY,ROSS RD,N,N,ABBOTSFORD,ABBOTSFORD,FRASER HWY & ROSS RD,FRASER HWY,1,49.057584,-122.403618,1
LOWER MAINLAND,2017,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,ABBOTSFORD,Yes,No,LOWER MAINLAND,GLADWIN RD,15:00-17:59,FRIDAY,GEORGE FERGUSON WAY,N,N,ABBOTSFORD,ABBOTSFORD,GEORGE FERGUSON WAY & GLADWIN RD,GLADWIN RD,1,49.05536,-122.315258,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JUNE,No,SURREY,Yes,No,LOWER MAINLAND,128 ST,15:00-17:59,TUESDAY,76 AVE,N,N,SURREY,SURREY,128 ST & 76 AVE,128 ST,1,49.141025,-122.867918,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JUNE,No,SURREY,No,No,LOWER MAINLAND,76 AVE,21:00-23:59,SUNDAY,128 ST,N,N,SURREY,SURREY,128 ST & 76 AVE,76 AVE,1,49.141025,-122.867918,1
LOWER MAINLAND,2015,CASUALTY,Yes,SUNDAY,UNDETERMINED,Yes,JUNE,No,SURREY,No,No,LOWER MAINLAND,128 ST,12:00-14:59,SUNDAY,76 AVE,N,N,SURREY,SURREY,128 ST & 76 AVE,128 ST,1,49.141025,-122.867918,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JUNE,No,SURREY,No,No,LOWER MAINLAND,77 AVE,09:00-11:59,SUNDAY,144 ST,N,N,SURREY,SURREY,144 ST & 77 AVE,77 AVE,1,49.142345,-122.823401,1
LOWER MAINLAND,2019,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,MISSION,No,No,LOWER MAINLAND,7TH AVE,18:00-20:59,SATURDAY,WREN ST,N,N,MISSION,MISSION,7TH AVE & WREN ST,7TH AVE,1,49.140202,-122.338379,1
LOWER MAINLAND,2016,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,No,FEBRUARY,No,MISSION,Yes,No,LOWER MAINLAND,GRAND ST,12:00-14:59,MONDAY,NA,N,Y,MISSION,MISSION,GRAND ST,GRAND ST,1,49.14558,-122.309455,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,AUGUST,No,VICTORIA,No,No,VANCOUVER ISLAND,FORT ST,15:00-17:59,MONDAY,FOUL BAY RD,N,N,VICTORIA,OAK BAY & VICTORIA,CADBORO BAY RD & FORT ST & FOUL BAY RD,FORT ST,1,48.432172,-123.322417,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,GOVERNMENT ST,09:00-11:59,WEDNESDAY,PEMBROKE ST,N,N,VICTORIA,VICTORIA,GOVERNMENT ST & PEMBROKE ST,GOVERNMENT ST,1,48.432722,-123.367198,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,THURSDAY,UNDETERMINED,Yes,MARCH,No,LANGFORD,No,No,VANCOUVER ISLAND,SOOKE RD,06:00-08:59,THURSDAY,GLEN LAKE RD,N,N,LANGFORD,LANGFORD,GALLOPING GOOSE TRAIL & GLEN LAKE RD & PAGE AVE & SOOKE RD,SOOKE RD,1,48.433727,-123.525998,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,SATURDAY,UNDETERMINED,Yes,JUNE,No,VICTORIA,No,No,VANCOUVER ISLAND,BAY ST,18:00-20:59,SATURDAY,SHAKESPEARE ST,N,N,VICTORIA,VICTORIA,BAY ST & SHAKESPEARE ST,BAY ST,1,48.43407,-123.33626,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JULY,No,VICTORIA,No,No,VANCOUVER ISLAND,GOVERNMENT ST,12:00-14:59,TUESDAY,QUEENS AVE,N,N,VICTORIA,VICTORIA,GOVERNMENT ST & QUEENS AVE,GOVERNMENT ST,1,48.434293,-123.367267,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,AUGUST,No,ESQUIMALT,No,No,VANCOUVER ISLAND,ESQUIMALT RD,12:00-14:59,FRIDAY,DUNSMUIR RD,N,N,ESQUIMALT,ESQUIMALT,DUNSMUIR RD & ESQUIMALT RD,ESQUIMALT RD,1,48.431974,-123.394846,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,MAY,No,VICTORIA,No,No,VANCOUVER ISLAND,SHELBOURNE ST,18:00-20:59,TUESDAY,BAY ST,N,N,VICTORIA,VICTORIA,BAY ST & SHELBOURNE ST,SHELBOURNE ST,1,48.433941,-123.333771,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JULY,No,VICTORIA,No,No,VANCOUVER ISLAND,FORT ST,06:00-08:59,TUESDAY,LEE AVE,N,N,VICTORIA,VICTORIA,FORT ST & LEE AVE,FORT ST,1,48.431497,-123.325674,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,THURSDAY,UNDETERMINED,Yes,JUNE,No,VICTORIA,Yes,No,VANCOUVER ISLAND,GOVERNMENT ST,06:00-08:59,THURSDAY,PEMBROKE ST,N,N,VICTORIA,VICTORIA,GOVERNMENT ST & PEMBROKE ST,GOVERNMENT ST,1,48.432722,-123.367198,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JANUARY,No,VICTORIA,No,No,VANCOUVER ISLAND,QUADRA ST,15:00-17:59,MONDAY,QUEENS AVE,N,N,VICTORIA,VICTORIA,QUADRA ST & QUEENS AVE,QUADRA ST,1,48.433923,-123.358198,1
VANCOUVER ISLAND,2019,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SIDE IMPACT,Yes,OCTOBER,No,VICTORIA,No,No,VANCOUVER ISLAND,GRAHAM ST,06:00-08:59,WEDNESDAY,BAY ST,N,N,VICTORIA,VICTORIA,BAY ST & GRAHAM ST,GRAHAM ST,1,48.435099,-123.35457,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,FEBRUARY,No,VICTORIA,No,No,VANCOUVER ISLAND,BLANSHARD ST,12:00-14:59,MONDAY,BAY ST,N,N,VICTORIA,VICTORIA,BAY ST & BLANSHARD ST,BLANSHARD ST,1,48.435581,-123.362734,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,MARCH,No,VICTORIA,No,No,VANCOUVER ISLAND,HAULTAIN ST,09:00-11:59,MONDAY,SCOTT ST,N,N,VICTORIA,VICTORIA,HAULTAIN ST & SCOTT ST,HAULTAIN ST,1,48.436108,-123.335019,1
VANCOUVER ISLAND,2018,PROPERTY DAMAGE ONLY,Yes,MONDAY,SINGLE VEHICLE,Yes,MAY,No,VICTORIA,No,No,VANCOUVER ISLAND,FORT ST,15:00-17:59,MONDAY,TRENT ST,N,N,VICTORIA,VICTORIA,FORT ST & TRENT ST,FORT ST,1,48.431852,-123.323943,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,PEMBROKE ST,06:00-08:59,MONDAY,VANCOUVER ST,N,N,VICTORIA,VICTORIA,PEMBROKE ST & VANCOUVER ST,PEMBROKE ST,1,48.432086,-123.355524,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,JUNE,No,VICTORIA,No,No,VANCOUVER ISLAND,FERNWOOD RD,06:00-08:59,THURSDAY,HAULTAIN ST,N,N,VICTORIA,VICTORIA,FERNWOOD RD & HAULTAIN ST,FERNWOOD RD,1,48.436217,-123.344919,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,AUGUST,No,VICTORIA,No,No,VANCOUVER ISLAND,BAY ST,15:00-17:59,TUESDAY,WILSON ST,N,N,VICTORIA,VICTORIA,BAY ST & WILSON ST,BAY ST,1,48.432857,-123.382291,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,BAY ST,09:00-11:59,TUESDAY,CEDAR HILL RD,N,N,VICTORIA,VICTORIA,BAY ST & CEDAR HILL RD,BAY ST,1,48.434659,-123.34765,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JANUARY,No,VICTORIA,No,No,VANCOUVER ISLAND,BAY ST,15:00-17:59,FRIDAY,EMPIRE ST,N,N,VICTORIA,VICTORIA,BAY ST & EMPIRE ST,BAY ST,1,48.434903,-123.350984,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,APRIL,No,ESQUIMALT,No,No,VANCOUVER ISLAND,LAMPSON ST,09:00-11:59,TUESDAY,ROCKHEIGHTS AVE,N,N,ESQUIMALT,ESQUIMALT,LAMPSON ST & ROCKHEIGHTS AVE,LAMPSON ST,1,48.43607,-123.402866,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,OCTOBER,No,ESQUIMALT,No,No,VANCOUVER ISLAND,ELLERY ST,06:00-08:59,MONDAY,LAMPSON ST,Y,N,ESQUIMALT,ESQUIMALT,ELLERY ST & LAMPSON ST,ELLERY ST,1,48.437272,-123.402452,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,OCTOBER,No,COLWOOD,No,No,VANCOUVER ISLAND,ALDEANE AVE,06:00-08:59,TUESDAY,SOOKE RD,N,N,COLWOOD,COLWOOD,ALDEANE AVE & GALLOPING GOOSE TRAIL & SOOKE RD & UNIVERSITY DR,ALDEANE AVE,1,48.439897,-123.477278,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,MAY,No,LANGFORD,No,No,VANCOUVER ISLAND,SOOKE RD,06:00-08:59,WEDNESDAY,HAPPY VALLEY RD,N,N,LANGFORD,LANGFORD,HAPPY VALLEY RD & SOOKE RD & TURNING LANE,SOOKE RD,1,48.433116,-123.524845,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JANUARY,No,VICTORIA,No,No,VANCOUVER ISLAND,RICHMOND RD,15:00-17:59,SUNDAY,BAY ST,N,N,VICTORIA,SAANICH & VICTORIA,BAY ST & RICHMOND RD,RICHMOND RD,1,48.433644,-123.329192,1
VANCOUVER ISLAND,2017,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,APRIL,No,VICTORIA,No,No,VANCOUVER ISLAND,DOUGLAS ST,12:00-14:59,FRIDAY,QUEENS AVE,N,N,VICTORIA,VICTORIA,DOUGLAS ST & QUEENS AVE,DOUGLAS ST,1,48.434152,-123.364603,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,THURSDAY,UNDETERMINED,Yes,AUGUST,No,VICTORIA,No,No,VANCOUVER ISLAND,BAY ST,15:00-17:59,THURSDAY,DOUGLAS ST,N,N,VICTORIA,VICTORIA,BAY ST & DOUGLAS ST,BAY ST,1,48.435715,-123.365452,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,FEBRUARY,No,VICTORIA,No,No,VANCOUVER ISLAND,CATHERINE ST,15:00-17:59,THURSDAY,WILSON ST,N,N,VICTORIA,VICTORIA,CATHERINE ST & WILSON ST,CATHERINE ST,1,48.432869,-123.38475,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,JANUARY,No,VICTORIA,No,No,VANCOUVER ISLAND,BAY ST,15:00-17:59,THURSDAY,RICHMOND RD,N,N,VICTORIA,SAANICH & VICTORIA,BAY ST & RICHMOND RD,BAY ST,1,48.433644,-123.329192,1
VANCOUVER ISLAND,2018,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VICTORIA,No,No,VANCOUVER ISLAND,COOK ST,06:00-08:59,FRIDAY,HAULTAIN ST,N,N,VICTORIA,VICTORIA,COOK ST & HAULTAIN ST,COOK ST,1,48.436404,-123.352121,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,FERNWOOD RD,15:00-17:59,THURSDAY,BAY ST,N,N,VICTORIA,VICTORIA,BAY ST & FERNWOOD RD,FERNWOOD RD,1,48.434507,-123.344991,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,TUESDAY,SIDE IMPACT,Yes,NOVEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,FORT ST,15:00-17:59,TUESDAY,LEE AVE,N,N,VICTORIA,VICTORIA,FORT ST & LEE AVE,FORT ST,1,48.431497,-123.325674,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,HARBOUR RD,06:00-08:59,SUNDAY,TYEE RD,N,N,VICTORIA,VICTORIA,HARBOUR RD & TYEE RD,HARBOUR RD,1,48.432235,-123.379478,1
VANCOUVER ISLAND,2019,PROPERTY DAMAGE ONLY,Yes,MONDAY,SINGLE VEHICLE,No,JANUARY,No,VICTORIA,Yes,No,VANCOUVER ISLAND,OREGON AVE,21:00-23:59,MONDAY,NA,N,Y,VICTORIA,VICTORIA,OREGON AVE,OREGON AVE,1,48.432396,-123.34305,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JANUARY,No,VICTORIA,Yes,No,VANCOUVER ISLAND,BAY ST,21:00-23:59,WEDNESDAY,NA,N,Y,VICTORIA,VICTORIA,BAY ST,BAY ST,1,48.43473,-123.34848,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JANUARY,No,VICTORIA,No,No,VANCOUVER ISLAND,GOVERNMENT ST,12:00-14:59,TUESDAY,BAY ST,N,N,VICTORIA,VICTORIA,BAY ST & GOVERNMENT ST,GOVERNMENT ST,1,48.435808,-123.367314,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,MONDAY,UNDETERMINED,Yes,AUGUST,No,VICTORIA,No,No,VANCOUVER ISLAND,PEMBROKE ST,18:00-20:59,MONDAY,QUADRA ST,N,N,VICTORIA,VICTORIA,PEMBROKE ST & QUADRA ST,PEMBROKE ST,1,48.432285,-123.358424,1
VANCOUVER ISLAND,2017,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,FEBRUARY,No,VICTORIA,No,No,VANCOUVER ISLAND,BAY ST,06:00-08:59,WEDNESDAY,FERNWOOD RD,N,N,VICTORIA,VICTORIA,BAY ST & FERNWOOD RD,BAY ST,1,48.434507,-123.344991,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,APRIL,No,VICTORIA,No,No,VANCOUVER ISLAND,BAY ST,06:00-08:59,WEDNESDAY,QUADRA ST,N,N,VICTORIA,VICTORIA,BAY ST & QUADRA ST,BAY ST,1,48.4353,-123.358006,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,DOUGLAS ST,15:00-17:59,SUNDAY,PEMBROKE ST,N,N,VICTORIA,VICTORIA,DOUGLAS ST & PEMBROKE ST,DOUGLAS ST,1,48.432763,-123.364598,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,JULY,No,VICTORIA,Yes,No,VANCOUVER ISLAND,BAY ST,09:00-11:59,SATURDAY,GOVERNMENT ST,N,N,VICTORIA,VICTORIA,BAY ST & GOVERNMENT ST,BAY ST,1,48.435808,-123.367314,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,THURSDAY,UNDETERMINED,Yes,APRIL,No,VICTORIA,No,No,VANCOUVER ISLAND,FORT ST,21:00-23:59,THURSDAY,FOUL BAY RD,N,N,VICTORIA,OAK BAY & VICTORIA,CADBORO BAY RD & FORT ST & FOUL BAY RD,FORT ST,1,48.432172,-123.322417,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,OAK BAY,No,No,VANCOUVER ISLAND,CADBORO BAY RD,15:00-17:59,WEDNESDAY,BEE ST,N,N,OAK BAY,OAK BAY,BEE ST & CADBORO BAY RD & FLORENCE ST,CADBORO BAY RD,1,48.432395,-123.32092,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VICTORIA,No,No,VANCOUVER ISLAND,GOVERNMENT ST,06:00-08:59,TUESDAY,PEMBROKE ST,N,N,VICTORIA,VICTORIA,GOVERNMENT ST & PEMBROKE ST,GOVERNMENT ST,1,48.432722,-123.367198,1
VANCOUVER ISLAND,2019,PROPERTY DAMAGE ONLY,Yes,SATURDAY,UNDETERMINED,Yes,MARCH,No,VICTORIA,No,No,VANCOUVER ISLAND,BAY ST,06:00-08:59,SATURDAY,QUADRA ST,N,N,VICTORIA,VICTORIA,BAY ST & QUADRA ST,BAY ST,1,48.4353,-123.358006,1
